10208	10994	3
10208	11057	2170
10208	11278	1
10208	11298	454
10208	11618	1
10208	11641	1
10208	11995	2
10208	11996	1
10208	12451	2
10208	12953	10
10208	13577	1
10208	14100	3
10208	14685	3
10208	15412	1
10208	15607	1
10216	10397	9
10216	12451	1
10221	11292	10
10245	10299	18
10257	10135	2
10257	10140	18
10257	10279	1
10257	10361	69
10257	10397	1472
10257	10423	25
10257	10434	1
10257	10529	17
10257	10577	1
10257	10599	29
10257	10693	3
10257	10721	174
10257	10785	8
10257	10792	7
10257	10800	16
10257	10821	2199
10257	10994	1
10257	11042	698
10257	11057	2029
10257	11278	792
10257	11292	46
10257	11298	11
10257	11433	1473
10257	11481	1
10257	11537	2
10257	11618	691
10257	11624	1
10257	11697	489
10257	11823	2
10257	11995	4
10257	12191	13
10257	12197	5
10257	12264	1258
10257	12266	1
10257	12323	10
10257	12339	14
10257	12391	2
10257	12451	33
10257	12478	195
10257	12889	635
10257	12953	255
10257	13198	2
10257	13204	812
10257	13230	3
10257	13232	1261
10257	13296	8
10257	13342	1
10257	13487	385
10257	13490	30
10257	13495	3
10257	13796	32
10257	13832	18
10257	13930	1602
10257	13931	15
10257	14025	1
10257	14027	49
10257	14100	1462
10257	14107	46
10257	14122	2
10257	14307	3
10257	14492	13
10257	14570	7
10257	14576	2
10257	14635	1
10257	14679	2
10257	14683	14
10257	14685	8
10257	14730	1
10257	14771	5
10257	14831	3
10257	14869	2
10257	14908	1
10257	15070	4
10257	15096	15
10257	15304	461
10266	10140	7
10268	10469	1
10268	11003	6
10268	11423	4
10268	13076	1
10268	13487	415
10268	13871	1
10272	11292	63
10275	11603	1
10275	11884	2
10275	14057	2
10275	14252	11
10275	14747	436
10279	10140	1
10279	10423	52
10279	10590	2
10279	10599	10
10279	10693	5
10279	10713	1
10279	11259	1343
10279	11292	680
10279	11298	1707
10279	11481	1
10279	11540	3
10279	11697	1
10279	12191	237
10279	12206	3
10279	12266	634
10279	12278	1
10279	12339	1
10279	12889	480
10279	12891	1
10279	12892	7
10279	12896	31
10279	12951	1
10279	13158	10
10279	13198	5
10279	13204	4
10279	13232	7
10279	13244	322
10279	13495	7
10279	13851	5
10279	13891	18
10279	14100	5
10279	14107	9
10279	14492	2
10279	14683	5
10279	14831	7
10279	14842	1
10279	14869	1
10279	15016	6
10279	15304	16
10279	15370	3
10279	15376	1
10299	10165	18
10299	10170	549
10299	10245	21
10299	10304	1
10299	10423	1
10299	10551	387
10299	10721	11
10299	10754	213
10299	10917	12
10299	10926	129
10299	11066	5
10299	11193	1
10299	11292	3
10299	11336	50
10299	11433	105
10299	11445	134
10299	11555	182
10299	11618	112
10299	11630	2323
10299	12173	627
10299	12184	85
10299	12266	464
10299	12523	753
10299	12807	1
10299	12819	120
10299	13196	7
10299	13487	1437
10299	13830	357
10299	13873	279
10299	13891	1
10299	13930	846
10299	13970	233
10299	14057	1195
10299	14107	825
10299	14256	24
10299	14709	101
10299	14738	14
10299	14747	7362
10299	14828	130
10299	14869	976
10299	14919	9
10299	15478	3
10299	15579	66
10299	15841	28
10299	15991	34
10304	10299	3
10322	12264	77
10322	12559	2
10322	12953	1
10322	14122	1
10333	11433	217
10333	15380	3
10361	10257	39
10361	10721	4
10361	15096	1
10372	10140	1
10372	10713	1
10372	11066	1
10372	11292	5318
10372	11298	1
10372	11503	29
10372	11921	2
10372	12264	14
10372	12266	246
10372	12889	2
10372	12892	517
10372	13342	2
10372	13502	1
10372	13930	1102
10372	14081	1
10372	14107	3
10372	14689	1
10372	14747	2
10372	14771	267
10372	14869	1
10397	10135	695
10397	10140	1733
10397	10146	743
10397	10158	631
10397	10185	1107
10397	10208	2589
10397	10216	9
10397	10257	1371
10397	10279	1
10397	10299	202
10397	10372	1
10397	10408	392
10397	10423	3801
10397	10431	1932
10397	10529	3645
10397	10581	6
10397	10599	4958
10397	10643	546
10397	10685	2755
10397	10693	4882
10397	10721	6981
10397	10731	619
10397	10781	2282
10397	10792	4074
10397	10821	6913
10397	10849	266
10397	10868	3015
10397	10874	3705
10397	10980	2799
10397	10990	881
10397	10994	5379
10397	11042	3101
10397	11057	13271
10397	11066	5914
10397	11109	828
10397	11146	1192
10397	11150	848
10397	11193	4581
10397	11252	4035
10397	11267	4680
10397	11278	9176
10397	11292	10019
10397	11298	13468
10397	11308	771
10397	11423	982
10397	11433	7292
10397	11481	2748
10397	11503	693
10397	11531	1
10397	11537	1
10397	11540	1364
10397	11612	834
10397	11617	526
10397	11618	5012
10397	11624	2317
10397	11641	2060
10397	11697	16019
10397	11699	6
10397	11721	3749
10397	11823	652
10397	11953	1998
10397	11973	2276
10397	11977	5
10397	11982	656
10397	11986	1499
10397	11995	3887
10397	11996	3294
10397	12007	347
10397	12094	530
10397	12173	1905
10397	12191	5303
10397	12197	2765
10397	12217	3225
10397	12264	5760
10397	12266	5790
10397	12278	2867
10397	12323	1564
10397	12339	6460
10397	12441	174
10397	12448	2828
10397	12451	10839
10397	12478	2709
10397	12889	8987
10397	12892	11061
10397	12945	2435
10397	12951	701
10397	12953	9589
10397	12954	2
10397	12992	2881
10397	13034	1
10397	13076	1
10397	13121	176
10397	13139	2
10397	13198	5747
10397	13203	21
10397	13204	17924
10397	13230	1138
10397	13232	4575
10397	13241	298
10397	13244	7398
10397	13277	1661
10397	13296	748
10397	13303	8428
10397	13342	5477
10397	13360	3241
10397	13367	1429
10397	13377	716
10397	13422	2184
10397	13484	151
10397	13485	298
10397	13487	9881
10397	13495	8263
10397	13502	376
10397	13577	1373
10397	13795	919
10397	13851	1934
10397	13871	1802
10397	13891	1030
10397	13930	7960
10397	13931	3778
10397	14027	9693
10397	14057	2580
10397	14098	3980
10397	14100	9664
10397	14107	8876
10397	14122	6488
10397	14193	6437
10397	14262	1
10397	14307	1918
10397	14321	1347
10397	14492	7680
10397	14524	6277
10397	14570	1
10397	14574	1169
10397	14576	3609
10397	14635	9994
10397	14679	5157
10397	14683	7105
10397	14685	5317
10397	14696	601
10397	14730	3651
10397	14747	5593
10397	14771	5891
10397	14783	684
10397	14814	1007
10397	14831	863
10397	14843	5995
10397	14869	8267
10397	14893	1320
10397	14908	3220
10397	14986	6271
10397	15016	5996
10397	15024	1412
10397	15027	157
10397	15070	708
10397	15096	1518
10397	15177	1
10397	15249	3473
10397	15295	1
10397	15304	13814
10397	15323	1624
10397	15370	1610
10397	15376	1691
10397	15412	2825
10397	15502	53
10397	15607	829
10397	15624	2684
10397	15919	1282
10408	10397	415
10408	10529	2
10408	11203	7
10408	11292	17
10408	11298	1
10408	11433	1305
10408	11587	1
10408	11977	15
10408	11986	7
10408	12889	54
10408	13232	2
10408	13342	104
10408	13459	1
10408	13485	5
10408	13487	1070
10408	13930	1458
10408	14761	61
10409	13487	199
10414	10721	47
10423	10136	1
10423	10140	294
10423	10155	1
10423	10257	56
10423	10279	119
10423	10397	3497
10423	10529	10
10423	10599	14
10423	10693	989
10423	10713	19
10423	10721	283
10423	10747	2
10423	10781	2
10423	10792	2
10423	10800	120
10423	10821	1166
10423	10849	1
10423	11042	21
10423	11049	4
10423	11057	1594
10423	11066	4
10423	11109	1
10423	11140	16
10423	11193	9
10423	11259	3052
10423	11278	1
10423	11292	4744
10423	11298	8935
10423	11433	1136
10423	11540	1027
10423	11618	950
10423	11697	875
10423	11884	1
10423	11921	1
10423	11982	23
10423	12156	1
10423	12191	2199
10423	12206	260
10423	12217	6
10423	12264	698
10423	12266	5586
10423	12339	46
10423	12391	9
10423	12441	1
10423	12448	3
10423	12451	106
10423	12478	1052
10423	12889	1394
10423	12892	2453
10423	12896	572
10423	12953	37
10423	12954	422
10423	12992	134
10423	13158	124
10423	13198	303
10423	13204	1197
10423	13230	1
10423	13232	907
10423	13244	1159
10423	13256	12
10423	13296	3
10423	13303	4
10423	13342	133
10423	13487	1127
10423	13495	172
10423	13796	448
10423	13851	78
10423	13871	2
10423	13891	21
10423	13930	3045
10423	13931	13
10423	14027	2
10423	14057	310
10423	14100	153
10423	14107	3409
10423	14122	5
10423	14262	2
10423	14307	22
10423	14492	60
10423	14524	27
10423	14570	6
10423	14576	8
10423	14674	1
10423	14679	879
10423	14683	223
10423	14685	6
10423	14689	1
10423	14698	16
10423	14730	6
10423	14747	640
10423	14771	973
10423	14831	1316
10423	14842	1
10423	14869	1223
10423	14893	94
10423	14908	10
10423	15016	87
10423	15304	515
10423	15370	35
10423	15376	10
10431	10397	1901
10431	10599	1
10431	10693	2
10431	10868	3
10431	10980	2
10431	10994	2
10431	11057	2245
10431	11066	1
10431	11278	1
10431	11433	202
10431	11618	91
10431	11995	4
10431	11996	12
10431	12264	1
10431	12266	180
10431	12323	1
10431	12339	1
10431	12448	2
10431	12945	1
10431	12953	154
10431	13198	1
10431	13204	92
10431	13930	504
10431	14092	2
10431	14492	15
10431	14633	1
10431	14685	2
10431	15304	1
10431	15323	2
10431	15412	5
10434	10135	4
10434	10257	1
10434	10423	1
10434	10529	3
10434	10577	3
10434	10721	1
10434	10821	1
10434	11042	1
10434	11057	688
10434	11252	9
10434	11278	1
10434	11433	845
10434	11618	580
10434	12197	1
10434	12478	1
10434	12953	5
10434	13230	8
10434	13296	1
10434	13930	1069
10434	14100	1621
10434	14122	2
10434	14307	1
10434	14576	1
10434	14711	1
10434	14986	2
10434	15070	1
10466	10408	3
10466	10620	89
10466	10627	81
10466	10666	119
10466	10849	64
10466	11003	80
10466	11109	54
10466	11603	86
10466	11637	104
10466	11719	65
10466	11775	90
10466	11898	54
10466	11980	70
10466	11986	77
10466	12003	76
10466	12278	100
10466	12280	84
10466	12889	5
10466	12892	3
10466	12954	1
10466	13264	80
10466	13367	65
10466	13433	35
10466	13486	78
10466	14108	75
10466	14252	74
10466	14457	69
10466	14489	73
10466	14512	70
10466	14696	71
10466	14783	79
10466	15919	56
10469	10874	1
10469	11193	1
10469	11433	1517
10469	11721	1
10469	11986	7
10469	12339	1
10469	13342	1
10469	13487	235
10469	13930	693
10469	14122	1
10469	14696	1
10469	15295	1
10469	15412	1
10529	10135	1
10529	10140	16
10529	10257	24
10529	10397	3863
10529	10423	11
10529	10434	3
10529	10581	3
10529	10599	12
10529	10693	518
10529	10721	127
10529	10785	12
10529	10792	28
10529	10800	9
10529	10821	2758
10529	10849	2
10529	10994	1
10529	11042	494
10529	11057	3886
10529	11066	20
10529	11193	991
10529	11259	1
10529	11278	1698
10529	11292	727
10529	11298	2117
10529	11433	2060
10529	11481	6
10529	11537	1
10529	11540	3
10529	11618	505
10529	11697	1283
10529	11977	3
10529	11986	1
10529	11995	13
10529	11996	5
10529	12191	89
10529	12197	19
10529	12206	1
10529	12217	12
10529	12244	8
10529	12264	1932
10529	12266	61
10529	12339	27
10529	12391	1
10529	12397	1
10529	12451	27
10529	12478	176
10529	12889	609
10529	12892	45
10529	12953	198
10529	13198	58
10529	13204	1578
10529	13230	3
10529	13232	1224
10529	13296	18
10529	13303	745
10529	13342	63
10529	13360	1
10529	13485	6
10529	13487	1737
10529	13495	27
10529	13577	1
10529	13796	41
10529	13851	3
10529	13871	4
10529	13930	3407
10529	13931	1
10529	14027	606
10529	14057	8
10529	14100	2479
10529	14107	48
10529	14122	135
10529	14307	34
10529	14321	6
10529	14492	254
10529	14524	3
10529	14576	3
10529	14635	447
10529	14679	66
10529	14683	2
10529	14711	1
10529	14730	23
10529	14747	1
10529	14771	11
10529	14831	5
10529	14843	493
10529	14893	5
10529	14908	3
10529	15016	86
10529	15070	2
10529	15096	3
10529	15249	1
10529	15304	1030
10529	15376	33
10551	10299	366
10551	11227	2
10557	11042	46
10558	10620	2
10558	11292	112
10561	10713	4
10561	10800	1
10561	11278	4
10561	11292	342
10561	11540	1
10561	11638	7
10561	12266	2
10561	12889	49
10561	12892	245
10561	12954	1
10561	13244	7
10561	13796	1
10561	13891	2
10561	13930	1
10561	14057	1
10561	14107	1276
10561	14570	2
10561	14689	5
10561	14698	1
10561	14771	509
10561	14831	1
10561	14893	3
10561	14908	2
10561	15376	12
10577	10135	1
10577	10257	2
10577	10434	2
10577	10721	1
10577	10792	2
10577	10868	1
10577	11278	1
10577	11433	736
10577	11618	1
10577	12264	640
10577	12397	2
10577	12953	1
10577	14100	918
10577	14321	1
10577	14576	1
10577	14711	1
10577	15096	7
10581	10397	12
10581	10529	2
10581	10589	2
10581	10721	7
10581	11057	1
10581	11278	49
10581	11433	485
10581	11612	1
10581	12953	857
10581	13296	1
10581	14100	1288
10581	14112	75
10581	14122	4
10581	14231	1
10581	14321	14
10581	14761	118
10589	10581	2
10589	10721	115
10590	10136	1
10590	10140	1
10590	10279	2
10590	10620	2
10590	10627	4
10590	10631	1
10590	10666	3
10590	10739	3
10590	11003	2
10590	11109	2
10590	11122	2
10590	11203	2
10590	11274	3
10590	11292	3
10590	11298	3
10590	11337	3
10590	11423	2
10590	11471	3
10590	11540	2
10590	11603	2
10590	11637	4
10590	11719	2
10590	11721	1
10590	11775	2
10590	11865	1
10590	11884	1
10590	11898	2
10590	11921	1
10590	11977	3
10590	11986	1
10590	12003	2
10590	12129	3
10590	12206	2
10590	12266	1
10590	12278	2
10590	12343	2
10590	12917	1
10590	13076	3
10590	13127	1
10590	13158	2
10590	13264	1
10590	13342	2
10590	13367	2
10590	13433	2
10590	13485	3
10590	13487	56
10590	13851	2
10590	13871	2
10590	14057	4
10590	14252	2
10590	14288	3
10590	14457	2
10590	14487	1
10590	14512	4
10590	14633	3
10590	14683	2
10590	14747	2
10590	14783	1
10590	14831	1
10590	14842	2
10590	14869	1
10590	14893	1
10590	14960	2
10590	15370	1
10590	15919	1
10590	16101	3
10599	10140	32
10599	10257	23
10599	10397	4745
10599	10423	24
10599	10529	1
10599	10693	528
10599	10713	3
10599	10721	2
10599	10781	1
10599	10792	3
10599	10800	4
10599	10821	981
10599	10868	1
10599	10980	8
10599	11042	13
10599	11057	2686
10599	11150	1
10599	11193	2
10599	11259	1209
10599	11267	15
10599	11292	495
10599	11298	1383
10599	11308	1
10599	11433	637
10599	11481	3
10599	11540	8
10599	11612	1
10599	11617	1
10599	11697	30
10599	11953	1
10599	11973	3
10599	11996	2
10599	12007	2
10599	12094	3
10599	12191	913
10599	12217	17
10599	12266	1275
10599	12339	9
10599	12448	11
10599	12451	323
10599	12889	638
10599	12892	107
10599	12896	34
10599	12945	1
10599	12953	301
10599	12992	7
10599	13158	7
10599	13198	11
10599	13204	800
10599	13232	720
10599	13244	971
10599	13277	23
10599	13296	4
10599	13303	187
10599	13360	2
10599	13377	1
10599	13422	14
10599	13484	1
10599	13487	348
10599	13495	630
10599	13577	1
10599	13796	1
10599	13851	38
10599	13871	5
10599	13891	6
10599	13930	681
10599	13931	4
10599	14027	5
10599	14100	287
10599	14107	705
10599	14122	17
10599	14193	8
10599	14492	12
10599	14570	34
10599	14635	8
10599	14679	27
10599	14683	2
10599	14685	1
10599	14730	363
10599	14747	13
10599	14771	7
10599	14831	6
10599	14869	20
10599	14893	12
10599	15016	510
10599	15249	3
10599	15304	696
10599	15370	3
10599	15376	1
10599	15412	2
10599	15624	5
10620	10466	89
10620	10590	2
10620	10627	2
10620	10779	1
10620	10821	3
10620	10849	25
10620	11097	3
10620	11122	1
10620	11292	2453
10620	11637	1
10620	11648	2
10620	11775	1
10620	11879	2
10620	11884	1
10620	11908	14
10620	12003	14
10620	12156	8
10620	12245	5
10620	12264	7
10620	12266	1
10620	12441	3
10620	12889	86
10620	12892	41
10620	13128	3
10620	13433	1
10620	13486	9
10620	13487	1039
10620	13862	11
10620	13930	1
10620	14252	1
10620	14457	2
10620	14745	10
10620	14747	501
10620	14812	1
10620	14869	1229
10620	14893	3
10620	14908	1
10627	10466	82
10627	10590	2
10627	10620	2
10627	11097	1
10627	11193	1
10627	11278	1
10627	11292	930
10627	11315	1
10627	11637	14
10627	11775	4
10627	11898	1
10627	12389	1
10627	12889	73
10627	13198	3
10627	13433	14
10627	13487	1560
10627	13930	160
10627	14457	1
10627	14633	1
10627	14696	1
10627	14869	72
10631	10590	1
10631	10739	1
10631	11898	1
10631	12343	1
10631	13487	390
10643	10397	565
10643	11292	225
10643	13198	3
10643	13204	56
10643	14107	8
10643	15016	1
10654	12264	27
10666	10466	119
10666	10590	3
10666	10713	1
10666	12173	342
10666	12889	532
10666	12892	69
10666	12954	72
10666	13796	89
10666	14057	1
10666	14262	124
10666	14679	85
10666	14747	1825
10685	10397	2901
10685	11067	3
10685	11298	345
10685	11423	1
10685	11433	378
10685	11612	1
10685	12339	4
10685	12884	1
10685	12896	1
10685	13204	258
10685	13232	2
10685	13342	1
10685	13367	1
10685	13485	1
10685	13487	219
10685	13930	703
10685	14108	4
10685	14492	1
10685	14635	161
10685	14689	1
10685	14696	1
10685	14952	1
10685	15016	4
10693	10140	5
10693	10257	20
10693	10279	1
10693	10397	4615
10693	10423	935
10693	10431	5
10693	10529	544
10693	10599	717
10693	10713	6
10693	10721	112
10693	10792	14
10693	10800	5
10693	10821	2139
10693	10849	55
10693	10980	16
10693	10990	1
10693	10994	157
10693	11003	1
10693	11042	961
10693	11057	4538
10693	11066	1201
10693	11140	11
10693	11193	821
10693	11259	446
10693	11278	1105
10693	11292	4166
10693	11298	3833
10693	11433	3287
10693	11481	613
10693	11540	75
10693	11612	2
10693	11618	589
10693	11641	1
10693	11697	1035
10693	11775	4
10693	11921	1
10693	11977	1
10693	11986	1
10693	11995	1
10693	11996	93
10693	12191	1590
10693	12206	20
10693	12217	12
10693	12264	623
10693	12266	1421
10693	12339	29
10693	12391	12
10693	12448	5
10693	12451	1473
10693	12478	12
10693	12889	1458
10693	12892	1618
10693	12896	17
10693	12945	13
10693	12953	1476
10693	12992	7
10693	13158	24
10693	13198	1286
10693	13204	1719
10693	13230	13
10693	13232	2347
10693	13244	1124
10693	13256	1
10693	13277	1
10693	13296	36
10693	13303	592
10693	13342	49
10693	13348	3
10693	13367	1
10693	13422	4
10693	13484	1
10693	13487	1521
10693	13495	1190
10693	13796	47
10693	13851	11
10693	13871	246
10693	13891	156
10693	13930	3002
10693	13931	567
10693	13983	6
10693	14027	13
10693	14057	11
10693	14100	2236
10693	14107	1556
10693	14108	1
10693	14122	48
10693	14193	2
10693	14307	61
10693	14492	1325
10693	14524	23
10693	14570	58
10693	14635	431
10693	14679	600
10693	14683	927
10693	14685	1
10693	14689	4
10693	14730	40
10693	14747	128
10693	14771	97
10693	14783	1
10693	14831	79
10693	14869	544
10693	14893	171
10693	14908	86
10693	15016	1145
10693	15096	7
10693	15304	1530
10693	15323	2
10693	15370	13
10693	15376	63
10693	15412	58
10693	15919	1
10713	10140	38
10713	10275	1
10713	10423	1
10713	10561	4
10713	10620	2
10713	10693	1
10713	10721	7
10713	10800	85
10713	11193	7
10713	11259	1
10713	11278	1
10713	11292	3656
10713	11298	2
10713	11540	3
10713	11618	9
10713	11697	13
10713	11884	438
10713	12156	2
10713	12191	10
10713	12264	6
10713	12278	1
10713	12280	6
10713	12441	1
10713	12889	1152
10713	12892	553
10713	12992	2
10713	13127	109
10713	13198	42
10713	13204	12
10713	13232	104
10713	13433	1
10713	13487	1359
10713	13495	1
10713	13796	745
10713	13851	1
10713	13871	1
10713	13891	75
10713	13930	768
10713	14057	1422
10713	14107	1399
10713	14113	2
10713	14252	4
10713	14303	55
10713	14489	1
10713	14492	12
10713	14570	503
10713	14679	148
10713	14683	1
10713	14747	2031
10713	14771	1036
10713	14831	316
10713	14869	4062
10713	14893	279
10713	14908	3
10713	15016	7
10713	15041	16
10713	15304	2
10713	15376	1
10713	15389	6
10721	10135	2
10721	10140	23
10721	10154	59
10721	10158	232
10721	10257	246
10721	10299	13
10721	10361	7
10721	10372	1
10721	10397	7066
10721	10414	58
10721	10423	317
10721	10431	1
10721	10434	1
10721	10469	2
10721	10529	134
10721	10581	2
10721	10589	115
10721	10599	4
10721	10693	144
10721	10713	1
10721	10732	1
10721	10785	20
10721	10792	1112
10721	10800	3
10721	10821	4473
10721	10849	9
10721	10874	234
10721	10990	1
10721	10994	8
10721	11042	865
10721	11057	7098
10721	11066	107
10721	11140	1
10721	11193	1599
10721	11203	1
10721	11259	240
10721	11278	6618
10721	11292	3973
10721	11298	4422
10721	11433	3101
10721	11481	16
10721	11540	2
10721	11618	2506
10721	11624	1
10721	11697	2004
10721	11884	12
10721	11977	11
10721	11995	1
10721	11996	2
10721	12173	6
10721	12191	111
10721	12197	13
10721	12206	3
10721	12244	4
10721	12250	28
10721	12264	3531
10721	12266	2257
10721	12323	1
10721	12339	536
10721	12391	1
10721	12448	15
10721	12451	298
10721	12478	3254
10721	12889	1194
10721	12892	4058
10721	12932	56
10721	12953	4287
10721	12954	254
10721	12992	5
10721	13198	353
10721	13204	2615
10721	13230	53
10721	13232	1610
10721	13244	1293
10721	13296	105
10721	13303	1782
10721	13342	1520
10721	13485	15
10721	13487	2633
10721	13490	2
10721	13495	312
10721	13541	45
10721	13577	222
10721	13796	25
10721	13832	3
10721	13851	1
10721	13871	3
10721	13930	7897
10721	13931	3
10721	14025	291
10721	14027	789
10721	14057	539
10721	14098	253
10721	14100	5848
10721	14107	3149
10721	14122	1473
10721	14231	394
10721	14306	12
10721	14307	127
10721	14321	48
10721	14492	1223
10721	14524	750
10721	14539	26
10721	14570	124
10721	14576	468
10721	14635	1630
10721	14648	50
10721	14679	571
10721	14683	81
10721	14730	32
10721	14747	1021
10721	14771	4392
10721	14831	328
10721	14843	1284
10721	14869	1264
10721	14875	19
10721	14893	1
10721	14908	22
10721	14986	414
10721	15016	741
10721	15024	379
10721	15070	1
10721	15096	311
10721	15304	870
10721	15376	25
10728	11049	1
10728	12266	291
10728	12915	1
10728	15411	1
10731	10397	613
10731	10821	1
10731	12451	8
10731	14635	1
10731	14685	1
10731	15304	2
10731	15624	1
10732	10721	1
10732	11618	398
10732	11697	513
10732	12478	403
10732	13204	242
10732	13303	1
10732	14843	14
10739	10590	2
10739	11637	1
10739	13487	286
10744	13930	1
10747	10423	2
10747	11140	2
10747	11298	423
10747	12206	8
10747	12266	1284
10747	13061	2
10747	13256	16
10747	14683	3
10754	10299	250
10754	11630	61
10754	14709	1
10779	10620	1
10779	10713	1
10779	10849	3
10779	11648	1
10779	11884	1
10779	12156	1
10779	13486	2
10779	14869	450
10781	10208	1
10781	10397	2158
10781	10423	2
10781	10599	1
10781	10693	1
10781	11042	1
10781	11057	772
10781	11193	1
10781	11278	3
10781	11298	1576
10781	11973	3
10781	12191	1
10781	12266	1985
10781	12448	5
10781	12915	2
10781	12951	20
10781	12953	1
10781	13198	1
10781	13244	611
10781	13377	2
10781	13422	1
10781	13487	3
10781	13495	106
10781	13931	1
10781	14027	1
10781	14193	3
10781	14683	1
10781	14771	1
10781	14814	7
10781	15249	1
10781	15323	1
10781	15370	1
10781	15412	1
10781	15919	1
10785	10257	7
10785	10397	1
10785	10423	2
10785	10529	7
10785	10577	1
10785	10721	13
10785	10792	1
10785	11042	202
10785	11066	1
10785	11278	899
10785	11433	892
10785	11537	1
10785	11618	1098
10785	11697	1
10785	11884	1
10785	12264	873
10785	12323	1
10785	12397	1
10785	12478	2424
10785	12889	1
10785	12953	287
10785	13204	291
10785	13296	10
10785	13495	15
10785	13930	1445
10785	14025	1
10785	14027	1
10785	14100	1957
10785	14122	1
10785	14307	3
10785	14321	8
10785	14635	1
10785	14679	1
10785	14685	16
10785	14986	1
10785	15016	2
10785	15096	2
10792	10257	17
10792	10397	4349
10792	10423	2
10792	10529	14
10792	10577	3
10792	10581	1
10792	10599	15
10792	10693	2
10792	10721	1056
10792	10781	1
10792	10800	38
10792	10821	2260
10792	10874	3
10792	11042	611
10792	11057	2963
10792	11066	9
10792	11259	17
10792	11278	610
10792	11292	27
10792	11298	1
10792	11423	1
10792	11433	2206
10792	11537	4
10792	11577	3
10792	11618	1197
10792	11637	1
10792	11697	913
10792	11973	3
10792	11986	2
10792	11995	3
10792	12197	1
10792	12264	1143
10792	12266	1
10792	12391	1
10792	12397	2
10792	12451	36
10792	12478	2373
10792	12889	730
10792	12892	32
10792	12953	863
10792	12992	5
10792	13198	16
10792	13204	1531
10792	13230	1
10792	13232	1823
10792	13296	10
10792	13303	2
10792	13342	4
10792	13487	310
10792	13495	47
10792	13577	16
10792	13891	11
10792	13930	3541
10792	14027	42
10792	14098	2
10792	14100	1938
10792	14107	591
10792	14122	11
10792	14492	3
10792	14576	66
10792	14635	606
10792	14679	38
10792	14683	18
10792	14696	2
10792	14730	1
10792	14747	41
10792	14831	1
10792	14869	16
10792	14893	8
10792	14908	5
10792	14986	1
10792	15016	8
10792	15070	1
10792	15096	41
10792	15304	606
10800	10140	98
10800	10257	3
10800	10279	17
10800	10423	125
10800	10529	1
10800	10561	2
10800	10693	8
10800	10713	59
10800	10721	6
10800	10792	31
10800	10821	21
10800	11042	17
10800	11066	4
10800	11259	19
